Line;Chinese;Pinyin;Translation;NumberOfWords
255;他胜过他班中的同学;ta1 sheng4 guo4 ta1 ban1 zhong4 di4 tong2 xue2 ;He got the better of his classmates.;9
256;如果天气好,当然可以;ru2 guo3 tian1 qi4 hao4 dang1 ran2 ke3 yi3 ;Certainly, if the weather is fine.;10
257;两把椅子坐起来都不舒服;liang3 ba3 yi3 zi zuo4 qi3 lai dou1 bu4 shu1 fu ;Neither chair is comfortable.;11
258;你我都不会说汉语;ni3 wo3 dou1 bu4 hui4 shuo1 Han4 yu3! ;You're no more capable of speaking Chinese than I am.;8
259;云是天空中的水汽团;yun2 shi4 tian1 kong1 zhong4 di4 shui3 qi4 tuan2 ;A cloud is a mass of vapor in the sky.;9
260;这二人一见钟情;zhe4 er4 ren2 yi1 xian4 zhong1 qing2 ;The two fell in love with each other at the first sight.;7
261;我们今年取得了大丰收;wo3 men jin1 nian2 qu3 de2 le Da4 feng1 shou1 ;We have a plenteous harvest this year.;10
262;他们都往同一方向走了;ta1 men dou1 wang4 tong2 yi1 fang1 xiang4 zou3 le! ;They all went off in one direction.;10
263;还好我们没有跟着他;hai2 hao3 wo3 men mei2 you3 gen1 zhe ta1 ;It is just as well that we did not follow him.;9
264;他们一步不停地走了过去;ta1 men yi2 bu4 bu4 ting2 de zou3 le guo4 qu ;They walked past without stopping;11
265;以前在那里有一个邮局;yi3 qian2 zai4 na4 li you3 yi1 ge4 you2 ju2 ;There used to be a post office there.;10
266;他想出了一个极好的主意;ta1 xiang3 chu1 le yi1 ge4 ji2 hao3 de zhu3 yi ;He worked out an excellent idea.;11
267;上星期天我十点钟起床;shang4 xing1 qi1 tian1 wo3 shi2 dian3 zhong1 qi3 chuang2 ;I got up at ten last Sunday.;10
268;中国是一个发展中国家;Zhong1 guo2 shi4 yi1 ge4 fa1 zhan3 Zhong1 guo2 jia1 ;China is a developing country.;10
269;我中午通常只吃点心;wo3 zhong1 wu3 tong1 chang2 zhi3 ji2 dian3 xin1! ;Usually I only have a snack at lunchtime.;9
270;黑板在教室的前面;hei1 ban3 zai4 jiao4 shi4 de qian2 mian ;The blackboard is in the front of the classroom.;8
271;他是世界上最富有的人;ta1 shi4 shi4 jie4 shang4 zui4 fu4 you3 de ren2 ;He is the richest man in the world.;10
272;不休息我们就走不动了;bu4 xiu1 xi1 wo3 men jiu4 zou3 bu4 dong4 le ;We can't go any farther without a rest.;10
273;每个母亲都爱她的孩子;mei3 ge4 mu3 qin1 dou1 ai4 ta1 de hai2 zi ;Every mother has affection for her children.;10
274;他不该做那事是有必要的;ta1 bu4 gai1 zuo4 na4 shi4 shi4 you3 bi4 yao4 de ;It is important that he not do it.;11
275;这次迟到不是我们的错;zhe4 ci4 chi2 dao4 bu2 shi4 wo3 men de cuo4 ;It was not our fault that we were late.;10
276;我们明天将一起吃午饭;wo3 men ming2 tian1 jiang4 yi1 qi3 ji2 wu3 fan4 ;We will eat lunch together tomorrow.;10
277;对不起,我忘了你的名字;dui4 bu4 qi3 wo3 wang4 le ni3 de ming2 zi ;"""I'm sorry; I've forgotten your name.""";11
278;请医生开点咳嗽药;qing3 yi1 sheng1 kai1 dian3 ke2 sou yao4! ;Ask the doctor to prescribe something for that cough.;8
279;她走进内室去换衣服;ta1 zou3 jin4 nei4 shi4 qu4 huan4 yi1 fu ;She went into the inner room to change her dress.;9
280;我们深深感谢你的支持;wo3 men shen1 shen1 gan3 xie4 ni3 de zhi1 chi2 ;We are deeply grateful for your support.;10
281;他没有努力工作的动力;ta1 mei2 you3 nu3 li4 gong1 zuo4 de dong4 li4 ;He hasn't much incentive to work hard.;10
282;这些苹果不熟,是酸的;zhe4 xie ping2 guo3 bu4 shu2 shi4 suan1 de ;"""These apples are not ripe; they are sour.""";10
283;她穿着一件深蓝色的上衣;ta1 chuan1 zhuo2 yi1 jian4 Shen1 lan2 shai3 de shang4 yi1 ;She wore a dark blue coat.;11
284;丰年时人人都吃得饱;feng1 nian2 shi2 ren2 ren2 dou1 ji2 de bao3 ;In years of plenty everyone has plenty to eat.;9
285;他向我提了一些很好的意见;ta1 xiang4 wo3 ti2 le yi1 xie1 hen3 hao3 de yi4 jian4 ;He gave me some good advice.;12
286;你应该好好利用这个机会;ni3 ying1 gai1 hao3 hao3 li4 yong4 zhe4 ge4 ji1 hui4 ;You should take advantage of it.;11
287;我们想去参加化装舞会;wo3 men xiang3 qu4 can1 jia1 hua4 zhuang1 wu3 hui4 ;We want to join in the masquerade.;10
288;休息一下对你会有好处的;xiu1 xi yi1 xia4 dui4 ni3 kuai4 you3 hao3 chu de ;It'll do you good to have a rest.;11
289;你的雨衣系上带子更好看;ni3 de yu3 yi1 xi4 shang4 dai4 zi geng4 hao3 kan4! ;Your mackintosh looks better belted.;11
290;别客气,我又不是外人;bie4 ke4 qi4 wo3 you4 bu2 shi4 wai4 ren2 ;Don't stand on ceremony!###I'm no stranger.;10
291;她一点儿也不像那么大年纪;ta1 yi1 dianr3 ye3 bu4 xiang4 na4 me da4 nian2 ji4! ;She doesn't look her age at all.;12
292;他们拿那位老人开玩笑;ta1 men na2 na4 wei4 lao3 ren2 kai1 wan2 xiao4 ;They are making fun of the old man.;10
293;我们必须提高生产水平;wo3 men bi4 xu1 ti2 gao1 sheng1 chan3 shui3 ping2 ;We must increase production levels.;10
294;他坐在风口上,着凉了;ta1 zuo4 zai4 feng1 kou3 shang4 zhao2 liang2 le ;He sat in a draught and catch a cold.;10
295;晚课后,男孩子们去睡了;wan3 ke4 hou4 nan2 hai2 zi3 men qu4 shui4 le ;The boys went to sleep after vespers.;11
296;每个学生发了一本课本;mei3 ge4 xue2 sheng fa4 le yi1 ben3 ke4 ben3 ;Each student was issued with a textbook.;10
297;要是我再有一次机会就好了;yao4 shi4 wo3 zai4 you3 yi1 ci4 ji1 hui4 jiu4 hao4 le ;If only I had another chance.;12
298;这种菜好吃不好做;zhe4 zhong3 cai4 hao3 chi1 bu4 hao3 zuo4! ;This dish is delicious but rather a trouble to prepare.;8
299;他洗澡时想出了这个主意;ta1 xi3 zao3 shi2 xiang3 chu1 le zhe4 ge4 zhu3 yi ;The idea came to him in his bath.;11
300;他们之间的交易告吹了;ta1 men zhi1 jian1 de jiao1 yi4 gao4 chui1 le ;The transaction between them was dismissed.;10
301;他用一把刀子将苹果切开;ta1 yong4 yi1 ba3 dao1 zi jiang4 ping2 guo3 qie4 kai1 ;He cleaved an apple with a knife.;11
302;我没有注意到他已经走了;wo3 mei2 you3 zhu4 yi4 dao4 ta1 yi3 jing1 zou3 le ;I failed to note that he had left.;11
303;孩子们假装开商店玩儿;hai2 zi men jia3 zhuang1 kai1 shang1 dian4 wanr2! ;The children were playing at keeping shop.;10
304;我们在旁边的地里放羊;wo3 men zai4 pang2 bian1 de de li3 fang4 yang2 ;We are grazing the sheep in the next field.;10
305;那些男孩子们渴望下课;na4 xie1 nan2 hai2 zi3 men ke3 wang4 xia4 ke4 ;The boys were itching for the lesson to end.;10
306;夏天他总是高高兴兴的;xia4 tian1 ta1 zong3 shi4 gao1 gao1 xing4 xing4 de ;He's always full of cheer in summer.;10
307;我们一星期三节化学课;wo3 men yi1 xing1 qi1 san1 jie2 hua4 xue2 ke4 ;We have three periods of chemistry a week.;10
308;你不是支持我就是反对我;ni3 bu2 shi4 zhi1 chi2 wo3 jiu4 shi4 fan3 dui4 wo3 ;You are either with me or against me.;11
309;他想当医生或者经商;ta1 xiang3 dang4 yi1 sheng1 huo4 zhe3 jing1 shang1! ;He wants to be a doctor or go into business.;9
310;门口有个男人要求见你;men2 kou3 you3 ge4 nan2 ren2 yao1 qiu2 xian4 ni3 ;Some man at the door is asking to see you.;10
311;他觉得他们和他地位相等;ta1 jue2 de ta1 men huo4 ta1 di4 wei4 xiang1 deng3 ;He feels that they are his equals.;11
312;今年的开始将会更好;jin1 nian2 de kai1 shi3 jiang1 hui4 geng4 hao3 ;The commencement of this year will be better.;9
313;他们决定开办一家合作社;ta1 men jue2 ding4 kai1 ban4 yi1 jia1 he2 zuo4 she4 ;They decided to set up a cooperative.;11
314;你现在需要的就是放假;ni3 xian4 zai4 xu1 yao4 de jiu4 shi4 fang4 jia4 ;A holiday will be just the thing for you.;10
315;她上大学时经常练跑步;ta1 shang4 da4 xue2 shi2 jing1 chang2 lian4 pao3 bu4! ;She used to run when she was at college.;10
316;他是一位非常重要的人物;ta1 shi4 yi1 wei4 fei1 chang2 zhong4 yao4 de ren2 wu4 ;He is a man of great importance.;11
317;别以为我能相信那件事;bie4 yi3 wei2 wo3 neng2 xiang1 xin4 na4 jian4 shi4! ;You can scarcely expect me to believe that.;10
318;他将他的名字写在清单上;ta1 jiang4 ta1 de ming2 zi xie3 zai4 qing1 dan1 shang4 ;He wrote down his name on the list.;11
319;这里有很大的活动空间;zhe4 li3 you3 hen3 da4 de huo2 dong4 kong1 jian1 ;There is plenty of space here to move about.;10
320;她和我在学院里是同学;ta1 huo4 wo3 zai4 xue2 yuan4 li3 shi4 tong2 xue2 ;She and I were contemporaries at college.;10
321;她在电话中说话不太客气;ta1 zai4 dian4 hua4 zhong4 shuo1 hua4 bu4 tai4 ke4 qi4! ;She sounded rather off on the phone.;11
322;我们在下午四点钟喝茶;wo3 men zai4 xia4 wu3 si4 dian3 zhong1 he4 cha2 ;We have tea at four o'clock in the afternoon.;10
323;我在写现代英语的语法书;wo3 zai4 xie3 xian4 dai4 Ying1 yu3 de yu3 fa3 shu1! ;I'm writing a grammar of modern English.;11
324;我想我们能从中学到许多;wo3 xiang3 wo3 men neng2 cong2 zhong1 xue2 dao4 xu3 duo1 ;I think we may learn much from it.;11
325;他已经习惯在外面吃饭了;ta1 yi3 jing1 xi2 guan4 zai4 wai4 mian4 chi1 fan4 le ;He is used to eating out all the time.;11
326;我们都支持他的科学研究;wo3 men dou1 zhi1 chi2 ta1 de ke1 xue2 yan2 jiu1 ;We all support his scientific research.;11
327;请给我找一个放糖的容器;qing3 ji3 wo3 zhao3 yi1 ge4 fang4 tang2 de rong2 qi4 ;Please find me a receptacle for sugar.;11
328;我从不错过踢足球的机会;wo3 cong2 bu4 cuo4 guo4 ti1 zu2 qiu2 de ji1 hui4 ;I never miss a chance of playing football.;11
329;父亲下午总要睡个午觉;fu4 qin1 xia4 wu3 zong3 yao4 shui4 ge4 wu3 jiao4 ;Father always takes a nap in the afternoon.;10
330;住寄宿舍比住旅馆便宜;zhu4 ji4 su4 she4 bi4 zhu4 lu:3 guan3 pian2 yi! ;It's cheaper to live in lodgings than in a hotel.;10
331;我不喜欢读他的文学批评;wo3 bu4 xi3 huan du2 ta1 de wen2 xue2 pi1 ping2 ;I don't like to read his literary criticism.;11
332;别把刚才跟你说的事忘了;bie4 ba3 gang1 cai2 gen1 ni3 shuo1 de shi4 wang4 le ;Don't forget what I told you just now.;11
333;好像她已出去好几天了;hao3 xiang4 ta1 yi3 chu1 qu4 hao3 ji3 tian1 le ;It looks as if she's gone away for a few days.;10
334;我从报纸上得知这个消息;wo3 zong4 bao4 zhi3 shang4 de2 zhi1 zhe4 ge4 xiao1 xi ;I learned this news from the newspaper.;11
335;排球是我很喜欢的运动;pai2 qiu2 shi4 wo3 hen3 xi3 huan de yun4 dong4 ;Volleyball is a sport of which I am very fond.;10
336;他昨天参加了我们的讨论;ta1 zuo2 tian1 can1 jia1 le wo3 men de tao3 lun4 ;He joined us in the discussion yesterday.;11
337;除我之外,他们都去睡觉了;chu2 wo3 zhi1 wai4 ta1 men dou1 qu4 shui4 jiao4 le ;They all went to sleep except me.;12
338;今天食堂比往常忙得多;jin1 tian1 shi2 tang2 bi4 wang3 chang2 mang2 de duo1! ;The canteen is more than usually busy today.;10
339;整个工作只需要半个小时;zheng3 ge4 gong1 zuo4 zhi3 xu1 yao4 ban4 ge4 xiao3 shi2 ;The whole job only takes half an hour.;11
340;我找不到你寄给我的那封信;wo3 zhao3 bu4 dao4 ni3 ji4 ji3 wo3 de na4 feng1 xin4 ;I can't trace that letter you sent me.;12
341;我们每个星期四下午开会;wo3 men mei3 ge4 xing1 qi1 si4 xia4 wu3 kai1 hui4 ;We have meetings every Thursday afternoon.;11
342;早饭后,他读了各种报纸;zao3 fan4 hou4 ta1 du2 le ge4 zhong3 bao4 zhi3 ;After breakfast he perused the newspapers.;11
343;这条街道比那条短四倍;zhe4 tiao2 jie1 dao4 bi4 na4 tiao2 duan3 si4 bei4 ;This street is four times shorter than that one.;10
344;她长成了一位漂亮的女人;ta1 zhang3 cheng2 le yi1 wei4 piao4 liang de nu:3 ren2 ;She developed into a beautiful woman.;11
345;我百分之百同意你的看法;wo3 bai3 fen1 zhi1 bai3 tong2 yi4 ni3 de kan4 fa3 ;I am a hundred percent in agreement with you.;11
346;这样的天才现在很少见;zhe4 yang4 de tian1 cai2 xian4 zai4 hen3 shao3 xian4 ;It is rare to find such a genius nowadays.;10
347;你只要问他,他就会告诉你;ni3 zhi3 yao4 wen4 ta1 ta1 jiu4 kuai4 gao4 su ni3 ;You have only to ask and he'll tell you.;12
348;我是最近才开始学法语的;wo3 shi4 zui4 jin4 cai2 kai1 shi3 xue2 fa3 yu3 de ;I've only recently started learning French.;11
349;这是一个极为重要的问题;zhe4 shi4 yi1 ge4 ji2 wei2 zhong4 yao4 de wen4 ti2 ;This is an issue of the utmost importance.;11
350;他没穿鞋,看上去矮多了;ta1 mo4 chuan1 xie2 kan4 shang4 qu4 ai3 duo1 le ;He seems much shorter without his shoes on.;11
351;刚才你男朋友给你打电话了;gang1 cai2 ni3 nan2 peng2 you ji3 ni3 da3 dian4 hua4 le ;Your boyfriend called you just now.;12
352;天花板很低, 留神别碰头;tian1 hua1 ban3 hen3 di1 liu2 shen2 bie4 peng4 tou! ;Mind you don't bump your head on the low ceiling.;12
353;大米是我们生活的基本食物;da4 mi3 shi4 wo3 men sheng1 huo2 de ji1 ben3 shi2 wu4 ;Rice is our essential foodstuff in life.;12
354;我家附近新建了一家工厂;wo3 jia1 fu4 jin4 Xin1 jian4 le yi1 jia1 gong1 chang3 ;A new factory was established near my home.;11
355;你把这个句子中的动词丢了;ni3 ba3 zhe4 ge4 ju4 zi zhong4 di4 dong4 ci2 diu1 le ;You have omitted the verb in the sentence.;12
356;老师给全班同学作了听写;lao3 shi1 ji3 quan2 ban1 tong2 xue2 zuo4 le ting1 xie3 ;The teacher dictated to the whole class.;11
357;你不请大夫来, 他就得死了;ni3 bu4 qing3 dai4 fu lai2 ta1 jiu4 de si3 le! ;He will certainly die if you don't call a doctor.;13
358;他喜欢拿他的同学开玩笑;ta1 xi3 huan na2 ta1 de tong2 xue2 kai1 wan2 xiao4 ;He likes playing jokes on his classmates.;11
359;他们要去动物园或打排球;ta1 men yao4 qu4 dong4 wu4 yuan2 huo4 da3 pai2 qiu2 ;They will go to the zoo or play volleyball.;11
360;爸爸每天早上走路去上班;ba4 ba mei3 tian1 zao3 shang zou3 lu4 qu4 shang4 ban1 ;Father walks to his office every morning.;11
361;我们决定立刻去火车站;wo3 men jue2 ding4 li4 ke4 qu4 huo3 che1 zhan4 ;We determined to go to the railway station at once.;10
362;这个小男孩能够数到一千;zhe4 ge4 xiao3 nan2 hai2 neng2 gou4 shuo4 dao4 yi1 qian1 ;The little boy can count up to a thousand.;11
363;有的人爱先做难做的工作;you3 de ren2 ai4 xian1 zuo4 nan4 zuo4 de gong1 zuo4 ;Some people tackle the difficult jobs first.;11
364;这个小男孩跑去找他的哥哥;zhe4 ge4 xiao3 nan2 hai2 pao3 qu4 zhao3 ta1 de ge1 ge ;The little boy ran off to get his brother.;12
365;这座公路桥现在开放通行;zhe4 zuo4 gong1 lu4 qiao2 xian4 zai4 kai1 fang4 tong1 xing2 ;The road bridge is now open to traffic.;11
366;把这些信送到对面邮局去;ba3 zhe4 xie xin4 song4 dao4 dui4 mian4 you2 ju2 qu4 ;Take these letters over to the post office.;11
367;那男子一举一动像个大男孩;na4 nan2 zi3 yi1 ju3 yi1 dong4 xiang4 ge4 da4 nan2 hai2 ;That man behaves like an overgrown child.;12
368;这家医院有二百个床位;zhe4 jia1 yi1 yuan4 you3 er4 bai3 ge4 chuang2 wei4 ;This hospital has accommodation for 200 patients.;10
369;可能的话,她想跟我们一起去;ke3 neng2 de hua4 ta1 xiang3 gen1 wo3 men yi1 qi3 qu4 ;If possible, She wants to go with us.;13
370;这不是一个很重要的问题;zhe4 bu2 shi4 yi1 ge4 hen3 zhong4 yao4 de wen4 ti2 ;This is not an issue of the utmost importance.;11
371;不论你在哪里,我都会想念你;bu4 lun4 ni3 zai4 na3 li wo3 du1 hui4 xiang3 nian4 ni3 ;Wherever you are, I will miss you.;13
372;她认为自己懂得什么是生活;ta1 ren4 wei2 zi4 ji3 dong3 de shen2 me shi4 sheng1 huo2 ;She esteemed that she knew what life was.;12
373;别哭,你现在已经是大男孩了;bie4 ku1 ni3 xian4 zai4 yi3 jing1 shi4 da4 nan2 hai2 le ;Don't cry, you are a big boy now.;13
374;别都挤在一块儿, 分开坐吧;bie4 dou1 ji3 zai4 yi1 kuai4 er fen1 kai1 zuo4 ba! ;Don't all sit together, spread yourselves out.;13
375;听到脚步声,就知道他回来了;ting1 dao4 jiao3 bu4 sheng1 jiu4 zhi1 dao4 ta1 hui2 lai le ;Footsteps announced his return.;13
376;他为我切了几块很好的鸡肉;ta1 wei4 wo3 qie4 le ji3 kuai4 hen3 hao3 de ji1 rou4 ;He carved me some very nice pieces of chicken.;12
377;这些电影只适宜成人观看;zhe4 xie dian4 ying3 zhi3 shi4 yi2 cheng2 ren2 guan1 kan4 ;These films are suitable for adults only.;11
378;这封信只用一张纸写成;zhe4 feng1 xin4 zhi3 yong4 yi1 zhang1 zhi3 xie3 cheng2 ;The letter was written on a single sheet of paper.;10
379;我要去图书馆还这些书;wo3 yao4 qu4 tu2 shu1 guan3 huan2 zhe4 xie shu1 ;I'm just going to check in these books at the library.;10
380;下点雨会使我们感到凉快一些;xia4 dian3 yu3 kuai4 shi3 wo3 men gan3 dao4 liang2 kuai yi1 xie1 ;Some rain would cool us down.;13
381;小女孩立志要做一名科学家;xiao3 nu:3 hai2 li4 zhi4 yao4 zuo4 yi1 ming2 ke1 xue2 jia1 ;The young girl aspired to be a scientist.;12
382;我希望演说者不要离题;wo3 xi1 wang4 yan3 shuo1 zhe3 bu4 yao4 li2 ti2 ;I wish the speaker would confine himself to the subject.;10
383;我正在做晚饭时停电了;wo3 zheng4 zai4 zuo4 wan3 fan4 shi2 ting2 dian4 le ;While I was cooking supper the electricity went off.;10
384;青少年是身体成熟期;qing1 shao4 nian2 shi4 shen1 ti3 cheng2 shu2 qi1 ;Teenage is the period at which the body reaches maturity.;9
385;那就说明了她不在这里的原因;na4 jiu4 shuo1 ming2 le ta1 bu4 zai4 zhe4 li3 de yuan2 yin1 ;That explains why she is not here.;13
386;有许多来自那个国家的难民;you3 xu3 duo1 lai2 zi4 nei4 ge4 guo2 jia1 de nan4 min2 ;There are many refugees from that country.;12
387;妈妈准备了好吃的东西给我;ma1 ma zhun3 bei4 le hao3 chi1 de dong1 xi ji3 wo3 ;Mother has something delicious in store for me.;12
388;使学生学习是教师的责任;shi3 xue2 sheng xue2 xi2 shi4 jiao4 shi1 de ze2 ren4 ;It's a teacher's business to make student learn.;11
389;我不喝酒, 给我来杯汽水吧;wo3 bu4 he1 jiu3 ji3 wo3 lai2 bei1 qi4 shui3 ba! ;"""I won't have any wine; I'll just have (a) soda water.""";13
390;她很快成为大家注意的人物;ta1 hen3 kuai4 cheng2 wei2 da4 jia1 zhu4 yi4 de ren2 wu4 ;She soon becomes the centre of attention.;12
391;我认为我已找到理想的爱人了;wo3 ren4 wei2 wo3 yi3 zhao3 dao4 li3 xiang3 de ai4 ren le ;I think I've met the love of my life.;13
392;我为准备英语考试的人做辅导;wo3 wei4 zhun3 bei4 Ying1 yu3 kao3 shi4 de ren2 zuo4 fu3 dao3 ;I coach people for English exams.;13
393;我们应该对下一代负责;wo3 men ying1 gai1 dui4 xia4 yi1 dai4 fu4 ze2 ;We should be responsible for the generation as yet unborn.;10
394;我爱她就像爱自己的女儿一样;wo3 ai4 ta1 jiu4 xiang4 ai4 zi4 ji3 de nu:3 er2 yi2 yang4 ;I have loved her like a father should.;13
395;我能和你做生意,太高兴了;wo3 neng2 huo4 ni3 zuo4 sheng1 yi tai4 gao1 xing4 le ;I am only too pleased to do business with you.;12
396;这辆汽车亮起了危险信号灯;zhe4 liang4 qi4 che1 liang4 qi3 le wei1 xian3 xin4 hao4 deng1 ;The car had its hazard warning lights on.;12
397;这决非解决问题的好办法;zhe4 jue2 fei1 jie3 jue2 wen4 ti2 de hao4 ban4 fa3 ;This is by no means a good way to solve the problem.;11
398;天气预报说明天是晴天;tian1 qi4 yu4 bao4 shuo1 ming2 tian1 shi4 qing2 tian1 ;The weather forecast says it will be sunny tomorrow.;10
399;我有两个姐姐!###她们都是医生;wo3 you3 liang3 ge4 jie3 jie!  ta1 men do1u shi4 yi1 she1ng!;I've got two sisters!###They're both doctors.;16
400;这家新开的商店里挤满了顾客;zhe4 jia1 xin1 kai1 de shang1 dian4 li3 ji3 man3 le gu4 ke4 ;The new store is crowded with customers.;13
401;她是个在英国的外国留学生;ta1 shi4 ge4 zai4 Ying1 guo2 de wai4 guo2 liu2 xue2 sheng1 ;She is an overseas student in Britain.;12
402;九月的天气确实像秋天了;jiu3 yue4 de tian1 qi4 que4 shi2 xiang4 qiu1 tian1 le ;The weather in September was positively autumnal.;11
403;如果有机会,你应当到那里去;ru2 guo3 you3 ji1 kuai4 ni3 ying1 dang1 dao4 na4 li qu4 ;You should go there if occasion arises.;13
404;没有这么大的地方来放这些书;mei2 you3 zhe4 me da4 de di4 fang lai2 fang4 zhe4 xie shu1 ;There is not so much room for these books.;13
